YEAR,MONTH,HOUR,WEEKDAY,LATITUDE,LONGITUDE,VISIBILITY,LIGHT,ACCLASS,INJURY,PEDESTRIAN,CYCLIST
2007,5,21,0,43.65874538,-79.37519029,Clear,Dark,Non-Fatal Injury,None,1,0
2007,5,21,0,43.65874538,-79.37519029,Clear,Dark,Non-Fatal Injury,Major,1,0
2009,9,21,0,43.70394538,-79.25279029,Clear,Dark,Non-Fatal Injury,Minor,0,1
2009,9,21,0,43.70394538,-79.25279029,Clear,Dark,Non-Fatal Injury,Minor,0,1
2009,9,21,0,43.70394538,-79.25279029,Clear,Dark,Non-Fatal Injury,Major,0,1
2010,4,21,6,43.76884538,-79.40169029,Clear,Dark,Non-Fatal Injury,Minimal,0,0
2010,4,21,6,43.76884538,-79.40169029,Clear,Dark,Non-Fatal Injury,Minimal,0,0
2010,4,21,6,43.76884538,-79.40169029,Clear,Dark,Non-Fatal Injury,Major,0,0
2010,4,21,6,43.76884538,-79.40169029,Clear,Dark,Non-Fatal Injury,Minimal,0,0
2010,4,21,6,43.76884538,-79.40169029,Clear,Dark,Non-Fatal Injury,Minimal,0,0
2010,4,21,6,43.76884538,-79.40169029,Clear,Dark,Non-Fatal Injury,None,0,0
2013,2,21,4,43.70054538,-79.44969029,Clear,Dark,Non-Fatal Injury,None,1,0
2013,2,21,4,43.70054538,-79.44969029,Clear,Dark,Non-Fatal Injury,Major,1,0
2011,10,21,2,43.68964538,-79.39479029,Rain,Dark,Non-Fatal Injury, ,1,0
2011,10,21,2,43.68964538,-79.39479029,Rain,Dark,Non-Fatal Injury,None,1,0
2011,10,21,2,43.68964538,-79.39479029,Rain,Dark,Non-Fatal Injury,Major,1,0
2013,6,21,1,43.65404538,-79.37999029,Clear,"Dark, artificial",Non-Fatal Injury, ,0,1
2013,6,21,1,43.65404538,-79.37999029,Clear,"Dark, artificial",Non-Fatal Injury,None,0,1
2013,6,21,1,43.65404538,-79.37999029,Clear,"Dark, artificial",Non-Fatal Injury,Major,0,1
2015,5,21,6,43.66093405,-79.43040858,Rain,Dusk,Fatal,Fatal,1,0
2015,5,21,6,43.66093405,-79.43040858,Rain,Dusk,Fatal,None,1,0
2010,5,21,3,43.81004538,-79.16279029,Clear,Dark,Non-Fatal Injury,Major,0,0
2010,5,21,3,43.81004538,-79.16279029,Clear,Dark,Non-Fatal Injury, ,0,0
2013,7,21,2,43.7927471,-79.28448878,Clear,Dark,Fatal,Fatal,0,0
2013,7,21,2,43.7927471,-79.28448878,Clear,Dark,Fatal,None,0,0
2013,7,21,2,43.7927471,-79.28448878,Clear,Dark,Fatal, ,0,0
2014,8,21,1,43.8097225,-79.29001246,Clear,"Dark, artificial",Non-Fatal Injury,None,1,0
2014,8,21,1,43.8097225,-79.29001246,Clear,"Dark, artificial",Non-Fatal Injury,Major,1,0
2013,7,21,0,43.70196875,-79.50831995,Rain,Dark,Non-Fatal Injury,None,1,0
2013,7,21,0,43.70196875,-79.50831995,Rain,Dark,Non-Fatal Injury,Major,1,0
2016,3,21,1,43.70098456,-79.42554865,Clear,Daylight,Non-Fatal Injury,None,1,0
2016,3,21,1,43.70098456,-79.42554865,Clear,Daylight,Non-Fatal Injury,Major,1,0
2016,11,21,2,43.7292095,-79.33012018,Rain,"Dark, artificial",Non-Fatal Injury,None,1,0
2016,11,21,2,43.7292095,-79.33012018,Rain,"Dark, artificial",Non-Fatal Injury,Major,1,0
2016,12,21,0,43.6378742,-79.44892512,Clear,"Dark, artificial",Non-Fatal Injury,Major,0,0
2015,12,21,1,43.61420782,-79.556141,Rain,Dark,Non-Fatal Injury,None,1,0
2015,12,21,1,43.61420782,-79.556141,Rain,Dark,Non-Fatal Injury,Major,1,0
2007,4,21,0,43.64064538,-79.43649029,Clear,Dark,Fatal,None,1,0
2007,4,21,0,43.64064538,-79.43649029,Clear,Dark,Fatal,None,1,0
2007,4,21,0,43.64064538,-79.43649029,Clear,Dark,Fatal,None,1,0
2007,4,21,0,43.64064538,-79.43649029,Clear,Dark,Fatal, ,1,0
2007,4,21,0,43.64064538,-79.43649029,Clear,Dark,Fatal,None,1,0
2007,4,21,0,43.64064538,-79.43649029,Clear,Dark,Fatal,Fatal,1,0
2007,5,21,1,43.71844538,-79.43299029,Clear,Dark,Non-Fatal Injury,Minor,0,0
2007,5,21,1,43.71844538,-79.43299029,Clear,Dark,Non-Fatal Injury,Minor,0,0
2007,5,21,1,43.71844538,-79.43299029,Clear,Dark,Non-Fatal Injury,Major,0,0
2007,5,21,1,43.71844538,-79.43299029,Clear,Dark,Non-Fatal Injury,Minor,0,0
2010,1,21,3,43.74954538,-79.24449029,Clear,Dark,Non-Fatal Injury, ,0,1
2010,1,21,3,43.74954538,-79.24449029,Clear,Dark,Non-Fatal Injury,None,0,1
2010,1,21,3,43.74954538,-79.24449029,Clear,Dark,Non-Fatal Injury,Major,0,1
2012,4,21,5,43.77214538,-79.25149029,Clear,Dark,Non-Fatal Injury,None,1,0
2012,4,21,5,43.77214538,-79.25149029,Clear,Dark,Non-Fatal Injury,Major,1,0
2012,10,21,3,43.63647421,-79.39963923,Rain,"Dark, artificial",Non-Fatal Injury,None,0,0
2012,10,21,3,43.63647421,-79.39963923,Rain,"Dark, artificial",Non-Fatal Injury, ,0,0
2012,10,21,3,43.63647421,-79.39963923,Rain,"Dark, artificial",Non-Fatal Injury,Major,0,0
2012,10,21,3,43.63647421,-79.39963923,Rain,"Dark, artificial",Non-Fatal Injury,Minor,0,0
2014,5,21,3,43.66046484,-79.5835763,Clear,"Dusk, artificial",Fatal,None,0,0
2014,5,21,3,43.66046484,-79.5835763,Clear,"Dusk, artificial",Fatal,Fatal,0,0
2007,6,21,4,43.69834538,-79.46229029,Clear,Dark,Non-Fatal Injury, ,0,0
2007,6,21,4,43.69834538,-79.46229029,Clear,Dark,Non-Fatal Injury,Major,0,0
2007,6,21,4,43.69834538,-79.46229029,Clear,Dark,Non-Fatal Injury,None,0,0
2007,6,21,4,43.69834538,-79.46229029,Clear,Dark,Non-Fatal Injury,Minimal,0,0
2007,6,21,4,43.69834538,-79.46229029,Clear,Dark,Non-Fatal Injury, ,0,0
2007,6,21,4,43.69834538,-79.46229029,Clear,Dark,Non-Fatal Injury,None,0,0
2008,8,21,4,43.77464538,-79.17929029,Clear,Dark,Non-Fatal Injury,None,1,0
2008,8,21,4,43.77464538,-79.17929029,Clear,Dark,Non-Fatal Injury,None,1,0
2008,8,21,4,43.77464538,-79.17929029,Clear,Dark,Non-Fatal Injury,None,1,0
2008,8,21,4,43.77464538,-79.17929029,Clear,Dark,Non-Fatal Injury,Major,1,0
2008,9,21,3,43.76604538,-79.45899029,Clear,Dark,Non-Fatal Injury,None,0,0
2008,9,21,3,43.76604538,-79.45899029,Clear,Dark,Non-Fatal Injury,Major,0,0
2008,9,21,3,43.76604538,-79.45899029,Clear,Dark,Non-Fatal Injury,Minor,0,0
2009,5,21,4,43.71684538,-79.25989029,Rain,Dark,Non-Fatal Injury,None,1,0
2009,5,21,4,43.71684538,-79.25989029,Rain,Dark,Non-Fatal Injury,Major,1,0
2009,7,21,5,43.65184538,-79.37519029,Clear,Dark,Non-Fatal Injury, ,1,0
2009,7,21,5,43.65184538,-79.37519029,Clear,Dark,Non-Fatal Injury,None,1,0
2009,7,21,5,43.65184538,-79.37519029,Clear,Dark,Non-Fatal Injury, ,1,0
2013,7,18,3,43.68464621,-79.28029261,Clear,Daylight,Fatal,None,1,0
2013,7,18,3,43.68464621,-79.28029261,Clear,Daylight,Fatal,Fatal,1,0
2013,8,18,3,43.67471274,-79.45763789,Clear,Daylight,Non-Fatal Injury, ,1,0
2013,8,18,3,43.67471274,-79.45763789,Clear,Daylight,Non-Fatal Injury,None,1,0
2013,8,18,3,43.67471274,-79.45763789,Clear,Daylight,Non-Fatal Injury,Major,1,0
2014,12,18,1,43.67789038,-79.44304285,Rain,"Dark, artificial",Non-Fatal Injury,None,1,0
2014,12,18,1,43.67789038,-79.44304285,Rain,"Dark, artificial",Non-Fatal Injury,Major,1,0
2015,6,18,6,43.78759726,-79.41746912,Clear,Daylight,Non-Fatal Injury,Major,0,0
2015,7,18,4,43.68226584,-79.52656184,Clear,Daylight,Non-Fatal Injury,None,0,0
2015,7,18,4,43.68226584,-79.52656184,Clear,Daylight,Non-Fatal Injury,Major,0,0
2016,7,18,1,43.64689978,-79.40108881,Clear,Daylight,Non-Fatal Injury,None,0,1
2016,7,18,1,43.64689978,-79.40108881,Clear,Daylight,Non-Fatal Injury,Major,0,1
2017,11,18,4,43.69323338,-79.35024629,Clear,"Dark, artificial",Non-Fatal Injury,None,1,0
2017,11,18,4,43.69323338,-79.35024629,Clear,"Dark, artificial",Non-Fatal Injury,Major,1,0
2007,9,18,3,43.64194538,-79.44729029,Clear,Daylight,Non-Fatal Injury,None,1,0
2007,9,18,3,43.64194538,-79.44729029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2009,8,18,6,43.61594538,-79.49829029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2011,11,18,1,43.65234538,-79.40599029,Rain,Dark,Non-Fatal Injury,None,1,0
2011,11,18,1,43.65234538,-79.40599029,Rain,Dark,Non-Fatal Injury,Major,1,0
2013,1,18,3,43.81874426,-79.2150918,Clear,Dark,Fatal,None,0,0
2013,1,18,3,43.81874426,-79.2150918,Clear,Dark,Fatal,Fatal,0,0
2013,1,18,3,43.81874426,-79.2150918,Clear,Dark,Fatal, ,0,0
2007,11,18,0,43.67294538,-79.31929029,Rain,Dark,Non-Fatal Injury,None,1,0
2007,11,18,0,43.67294538,-79.31929029,Rain,Dark,Non-Fatal Injury,Major,1,0
2015,10,18,5,43.73036917,-79.43233881,Clear,"Dusk, artificial",Non-Fatal Injury,None,1,0
2015,10,18,5,43.73036917,-79.43233881,Clear,"Dusk, artificial",Non-Fatal Injury,Major,1,0
2015,10,18,5,43.73036917,-79.43233881,Clear,"Dusk, artificial",Non-Fatal Injury,None,1,0
2015,10,18,5,43.73036917,-79.43233881,Clear,"Dusk, artificial",Non-Fatal Injury,None,1,0
2015,10,18,5,43.73036917,-79.43233881,Clear,"Dusk, artificial",Non-Fatal Injury,None,1,0
2015,10,18,5,43.73036917,-79.43233881,Clear,"Dusk, artificial",Non-Fatal Injury,None,1,0
2007,11,18,4,43.80924538,-79.27119029,Rain,Dark,Non-Fatal Injury,None,1,0
2007,11,18,4,43.80924538,-79.27119029,Rain,Dark,Non-Fatal Injury,None,1,0
2007,11,18,4,43.80924538,-79.27119029,Rain,Dark,Non-Fatal Injury, ,1,0
2007,11,18,4,43.80924538,-79.27119029,Rain,Dark,Non-Fatal Injury,Minimal,1,0
2007,11,18,4,43.80924538,-79.27119029,Rain,Dark,Non-Fatal Injury,Major,1,0
2010,11,18,2,43.77284538,-79.44819029,Clear,Daylight,Non-Fatal Injury,None,1,0
2010,11,18,2,43.77284538,-79.44819029,Clear,Daylight,Non-Fatal Injury,None,1,0
2010,11,18,2,43.77284538,-79.44819029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2012,11,18,2,43.65924414,-79.32838831,Clear,Dark,Non-Fatal Injury,None,0,1
2012,11,18,2,43.65924414,-79.32838831,Clear,Dark,Non-Fatal Injury,Major,0,1
2016,8,18,4,43.69417914,-79.55860529,Clear,Daylight,Non-Fatal Injury,None,1,0
2016,8,18,4,43.69417914,-79.55860529,Clear,Daylight,Non-Fatal Injury,Major,1,0
2008,11,18,4,43.67204538,-79.37069029,Rain,Dark,Non-Fatal Injury,None,1,0
2008,11,18,4,43.67204538,-79.37069029,Rain,Dark,Non-Fatal Injury,Major,1,0
2015,6,18,1,43.7436405,-79.50149927,Clear,Daylight,Non-Fatal Injury,None,1,0
2015,6,18,1,43.7436405,-79.50149927,Clear,Daylight,Non-Fatal Injury,Major,1,0
2007,2,18,2,43.66834538,-79.59099029,Clear,Dark,Non-Fatal Injury,None,0,1
2007,2,18,2,43.66834538,-79.59099029,Clear,Dark,Non-Fatal Injury,Major,0,1
2007,2,18,2,43.66904538,-79.59139029,Clear,Dark,Non-Fatal Injury,None,0,1
2007,2,18,2,43.66904538,-79.59139029,Clear,Dark,Non-Fatal Injury,Major,0,1
2010,12,18,0,43.63964538,-79.45669029,Snow,Dark,Non-Fatal Injury,None,1,0
2010,12,18,0,43.63964538,-79.45669029,Snow,Dark,Non-Fatal Injury,Major,1,0
2011,11,18,6,43.72194538,-79.50889029,Clear,"Dark, artificial",Non-Fatal Injury,None,1,0
2011,11,18,6,43.72194538,-79.50889029,Clear,"Dark, artificial",Non-Fatal Injury,Major,1,0
2012,3,18,1,43.60694538,-79.49049029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2012,3,18,1,43.60694538,-79.49049029,Clear,Daylight,Non-Fatal Injury, ,0,0
2012,7,18,6,43.75164538,-79.45669029,Clear,Daylight,Fatal,None,1,0
2012,7,18,6,43.75164538,-79.45669029,Clear,Daylight,Fatal,Fatal,1,0
2012,9,18,6,43.68814538,-79.49259029,Clear,Daylight,Non-Fatal Injury,None,0,1
2012,9,18,6,43.68814538,-79.49259029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2013,3,18,4,43.81704538,-79.29329029,Clear,Dusk,Non-Fatal Injury,None,1,0
2013,3,18,4,43.81704538,-79.29329029,Clear,Dusk,Non-Fatal Injury,None,1,0
2013,3,18,4,43.81704538,-79.29329029,Clear,Dusk,Non-Fatal Injury,None,1,0
2013,3,18,4,43.81704538,-79.29329029,Clear,Dusk,Non-Fatal Injury,Major,1,0
2015,3,18,2,43.79355963,-79.35039912,Snow,"Dark, artificial",Non-Fatal Injury,None,1,0
2015,3,18,2,43.79355963,-79.35039912,Snow,"Dark, artificial",Non-Fatal Injury,Minimal,1,0
2015,3,18,2,43.79355963,-79.35039912,Snow,"Dark, artificial",Non-Fatal Injury,Minimal,1,0
2015,3,18,2,43.79355963,-79.35039912,Snow,"Dark, artificial",Non-Fatal Injury,Major,1,0
2015,5,18,1,43.70538672,-79.31282435,Clear,Daylight,Non-Fatal Injury,Minimal,1,0
2015,5,18,1,43.70538672,-79.31282435,Clear,Daylight,Non-Fatal Injury,Major,1,0
2015,5,18,1,43.70538672,-79.31282435,Clear,Daylight,Non-Fatal Injury,None,1,0
2007,12,18,2,43.65244538,-79.42199029,Clear,Dark,Fatal,None,1,0
2007,12,18,2,43.65244538,-79.42199029,Clear,Dark,Fatal,Fatal,1,0
2009,2,18,6,43.66554538,-79.48289029,Clear,Dark,Non-Fatal Injury,None,0,1
2009,2,18,6,43.66554538,-79.48289029,Clear,Dark,Non-Fatal Injury,Major,0,1
2013,4,18,2,43.81524538,-79.23239029,Clear,"Daylight, artificial",Non-Fatal Injury,None,1,0
2013,4,18,2,43.81524538,-79.23239029,Clear,"Daylight, artificial",Non-Fatal Injury,Major,1,0
2017,11,18,3,43.68035838,-79.28916529,Clear,Dark,Non-Fatal Injury,None,0,1
2017,11,18,3,43.68035838,-79.28916529,Clear,Dark,Non-Fatal Injury,Major,0,1
2007,10,18,4,43.66964538,-79.43279029,Clear,Dusk,Non-Fatal Injury,None,0,0
2007,10,18,4,43.66964538,-79.43279029,Clear,Dusk,Non-Fatal Injury,Minimal,0,0
2007,10,18,4,43.66964538,-79.43279029,Clear,Dusk,Non-Fatal Injury,Major,0,0
2007,10,18,4,43.66964538,-79.43279029,Clear,Dusk,Non-Fatal Injury,Minimal,0,0
2017,4,18,2,43.78190954,-79.36610804,Clear,Daylight,Fatal,Fatal,0,0
2008,6,18,5,43.72874538,-79.43199029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2017,4,18,2,43.78190954,-79.36610804,Clear,Daylight,Fatal,Minimal,0,0
2011,6,18,4,43.76634538,-79.41539029,Clear,Daylight,Non-Fatal Injury,None,1,0
2011,6,18,4,43.76634538,-79.41539029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2011,6,18,4,43.76634538,-79.41539029,Clear,Daylight,Non-Fatal Injury,Minimal,1,0
2016,1,18,4,43.67674216,-79.46310816,Rain,Dark,Non-Fatal Injury,None,1,0
2016,1,18,4,43.67674216,-79.46310816,Rain,Dark,Non-Fatal Injury,Major,1,0
2016,8,18,2,43.75448187,-79.46371851,Clear,Daylight,Non-Fatal Injury,Major,0,0
2016,8,18,2,43.75448187,-79.46371851,Clear,Daylight,Non-Fatal Injury,None,0,0
2017,4,18,0,43.65484579,-79.55170832,Clear,Daylight,Non-Fatal Injury,Major,0,0
2009,4,18,4,43.70144538,-79.57249029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2009,4,18,4,43.70144538,-79.57249029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2009,4,18,4,43.70144538,-79.57249029,Clear,Daylight,Non-Fatal Injury, ,0,0
2009,4,18,4,43.70144538,-79.57249029,Clear,Daylight,Non-Fatal Injury,None,0,0
2009,4,18,4,43.70144538,-79.57249029,Clear,Daylight,Non-Fatal Injury, ,0,0
2013,9,18,2,43.75417288,-79.61981592,Clear,"Dark, artificial",Fatal,Fatal,0,0
2013,9,18,2,43.75417288,-79.61981592,Clear,"Dark, artificial",Fatal,None,0,0
2007,4,18,0,43.69994538,-79.44009029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2008,6,18,5,43.72874538,-79.43199029,Clear,Daylight,Non-Fatal Injury, ,1,0
2015,10,18,4,43.6656452,-79.49197016,Clear,"Dark, artificial",Non-Fatal Injury,None,1,0
2008,6,18,5,43.72874538,-79.43199029,Clear,Daylight,Non-Fatal Injury, ,1,0
2015,10,18,4,43.6656452,-79.49197016,Clear,"Dark, artificial",Non-Fatal Injury,Major,1,0
2008,6,18,5,43.72874538,-79.43199029,Clear,Daylight,Non-Fatal Injury,None,1,0
2015,10,18,4,43.6656452,-79.49197016,Clear,"Dark, artificial",Non-Fatal Injury,None,1,0
2008,6,18,5,43.72874538,-79.43199029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2015,10,18,4,43.6656452,-79.49197016,Clear,"Dark, artificial",Non-Fatal Injury,None,1,0
2013,11,18,4,43.63857992,-79.44688044,Clear,"Dark, artificial",Non-Fatal Injury,None,0,0
2013,11,18,4,43.63857992,-79.44688044,Clear,"Dark, artificial",Non-Fatal Injury,Major,0,0
2007,9,18,4,43.72794538,-79.47849029,Rain,Daylight,Non-Fatal Injury, ,0,1
2007,9,18,4,43.72794538,-79.47849029,Rain,Daylight,Non-Fatal Injury,None,0,1
2007,9,18,4,43.72794538,-79.47849029,Rain,Daylight,Non-Fatal Injury,Major,0,1
2007,11,18,4,43.74404538,-79.34529029,Clear,Dark,Non-Fatal Injury,None,0,0
2007,11,18,4,43.74404538,-79.34529029,Clear,Dark,Non-Fatal Injury,None,0,0
2007,11,18,4,43.74404538,-79.34529029,Clear,Dark,Non-Fatal Injury,Minimal,0,0
2007,11,18,4,43.74404538,-79.34529029,Clear,Dark,Non-Fatal Injury,Minimal,0,0
2007,11,18,4,43.74404538,-79.34529029,Clear,Dark,Non-Fatal Injury,Major,0,0
2007,11,18,4,43.74404538,-79.34529029,Clear,Dark,Non-Fatal Injury, ,0,0
2007,11,18,4,43.74404538,-79.34529029,Clear,Dark,Non-Fatal Injury,None,0,0
2008,11,18,1,43.65664538,-79.34669029,Rain,Dark,Non-Fatal Injury,None,0,1
2008,11,18,1,43.65664538,-79.34669029,Rain,Dark,Non-Fatal Injury,Major,0,1
2007,7,18,6,43.71544538,-79.44729029,Clear,Daylight,Non-Fatal Injury,None,0,0
2007,7,18,6,43.71544538,-79.44729029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2007,7,18,6,43.71544538,-79.44729029,Clear,Daylight,Non-Fatal Injury,None,0,0
2007,7,18,6,43.71544538,-79.44729029,Clear,Daylight,Non-Fatal Injury,None,0,0
2007,8,18,4,43.75954538,-79.31809029,Clear,Daylight,Non-Fatal Injury, ,0,1
2007,8,18,4,43.75954538,-79.31809029,Clear,Daylight,Non-Fatal Injury,None,0,1
2007,8,18,4,43.75954538,-79.31809029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2008,8,18,4,43.65864538,-79.44279029,Clear,Daylight,Non-Fatal Injury, ,0,0
2008,8,18,4,43.65864538,-79.44279029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2008,8,18,4,43.65864538,-79.44279029,Clear,Daylight,Non-Fatal Injury, ,0,0
2008,8,18,4,43.65864538,-79.44279029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2011,9,18,4,43.75404538,-79.53279029,Clear,Daylight,Non-Fatal Injury,None,0,0
2011,9,18,4,43.75404538,-79.53279029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2011,9,18,4,43.75404538,-79.53279029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2011,9,18,4,43.75404538,-79.53279029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2011,9,18,4,43.75404538,-79.53279029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2011,10,18,1,43.68034538,-79.33779029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2011,10,18,1,43.68034538,-79.33779029,Clear,Daylight,Non-Fatal Injury,None,0,0
2012,4,18,3,43.66224538,-79.42969029,Clear,Daylight,Non-Fatal Injury,None,1,0
2012,4,18,3,43.66224538,-79.42969029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2012,7,18,0,43.74314538,-79.58279029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2012,7,18,2,43.78034538,-79.30099029,Clear,Daylight,Non-Fatal Injury,None,0,1
2012,7,18,2,43.78034538,-79.30099029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2013,3,18,4,43.66844538,-79.31959029,Clear,Dusk,Non-Fatal Injury, ,0,1
2013,3,18,4,43.66844538,-79.31959029,Clear,Dusk,Non-Fatal Injury,None,0,1
2013,3,18,4,43.66844538,-79.31959029,Clear,Dusk,Non-Fatal Injury,Major,0,1
2013,5,18,3,43.72114538,-79.48089029,Clear,Daylight,Non-Fatal Injury,None,1,0
2013,5,18,3,43.72114538,-79.48089029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2013,12,18,1,43.7109104,-79.28607569,Clear,"Dark, artificial",Non-Fatal Injury,None,1,0
2013,12,18,1,43.7109104,-79.28607569,Clear,"Dark, artificial",Non-Fatal Injury,Major,1,0
2016,5,18,6,43.69225653,-79.28334437,Clear,Daylight,Non-Fatal Injury,None,1,0
2016,5,18,6,43.69225653,-79.28334437,Clear,Daylight,Non-Fatal Injury,None,1,0
2016,5,18,6,43.69225653,-79.28334437,Clear,Daylight,Non-Fatal Injury,Major,1,0
2016,11,18,3,43.76024206,-79.22295008,Clear,"Dusk, artificial",Non-Fatal Injury,None,1,0
2014,11,18,1,43.74433859,-79.29901514,Clear,"Dark, artificial",Non-Fatal Injury,Major,1,0
2016,11,18,3,43.76024206,-79.22295008,Clear,"Dusk, artificial",Non-Fatal Injury,Major,1,0
2017,5,18,0,43.73451575,-79.44723902,Clear,Daylight,Fatal,Fatal,0,0
2017,5,18,0,43.73451575,-79.44723902,Clear,Daylight,Fatal,None,0,0
2017,5,18,2,43.6354328,-79.44137202,Clear,Daylight,Fatal,Fatal,0,1
2017,10,18,6,43.66658362,-79.40382777,Clear,Daylight,Non-Fatal Injury,Major,0,1
2017,10,18,6,43.66658362,-79.40382777,Clear,Daylight,Non-Fatal Injury,None,0,1
2017,10,18,6,43.66658362,-79.40382777,Clear,Daylight,Non-Fatal Injury,None,0,1
2017,10,18,6,43.66658362,-79.40382777,Clear,Daylight,Non-Fatal Injury,None,0,1
2009,6,18,5,43.67054538,-79.42659029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2009,6,18,5,43.67054538,-79.42659029,Clear,Daylight,Non-Fatal Injury, ,0,0
2009,6,18,5,43.67054538,-79.42659029,Clear,Daylight,Non-Fatal Injury,None,0,0
2010,11,18,0,43.71594538,-79.41229029,Rain,Dark,Non-Fatal Injury,None,1,0
2010,11,18,0,43.71594538,-79.41229029,Rain,Dark,Non-Fatal Injury,Major,1,0
2017,2,18,4,43.69342764,-79.44117365,Clear,"Dark, artificial",Non-Fatal Injury,None,1,0
2017,2,18,4,43.69342764,-79.44117365,Clear,"Dark, artificial",Non-Fatal Injury,Major,1,0
2008,11,18,2,43.71044538,-79.46639029,Clear,Dark,Non-Fatal Injury,None,1,0
2008,11,18,2,43.71044538,-79.46639029,Clear,Dark,Non-Fatal Injury,Major,1,0
2009,10,18,2,43.67924538,-79.52529029,Clear,Dark,Non-Fatal Injury,None,0,0
2009,10,18,2,43.67924538,-79.52529029,Clear,Dark,Non-Fatal Injury,Major,0,0
2009,10,18,2,43.67924538,-79.52529029,Clear,Dark,Non-Fatal Injury,None,0,0
2011,5,18,4,43.67134538,-79.44939029,Clear,Daylight,Non-Fatal Injury,None,1,0
2011,5,18,4,43.67134538,-79.44939029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2011,7,18,2,43.71404538,-79.36229029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2011,7,18,2,43.71404538,-79.36229029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2011,7,18,2,43.71404538,-79.36229029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2012,12,18,4,43.65134538,-79.52639029,Rain,"Dark, artificial",Non-Fatal Injury,None,1,0
2012,12,18,4,43.65134538,-79.52639029,Rain,"Dark, artificial",Non-Fatal Injury,Major,1,0
2014,7,18,6,43.68102606,-79.362568,Clear,Daylight,Non-Fatal Injury,Major,0,0
2007,12,18,3,43.70234538,-79.45209029,Clear,Dark,Non-Fatal Injury,None,1,0
2007,12,18,3,43.70234538,-79.45209029,Clear,Dark,Non-Fatal Injury,Major,1,0
2008,6,18,2,43.68074538,-79.39909029,Clear,Daylight,Non-Fatal Injury,None,0,1
2008,6,18,2,43.68074538,-79.39909029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2008,11,18,5,43.73304538,-79.28969029,Clear,Dark,Non-Fatal Injury, ,0,0
2008,11,18,5,43.73304538,-79.28969029,Clear,Dark,Non-Fatal Injury,None,0,0
2008,11,18,5,43.73304538,-79.28969029,Clear,Dark,Non-Fatal Injury,Major,0,0
2010,8,18,5,43.67404538,-79.36779029,Clear,Daylight,Non-Fatal Injury,Major,1,1
2010,8,18,5,43.67404538,-79.36779029,Clear,Daylight,Non-Fatal Injury,None,1,1
2010,11,18,4,43.68534538,-79.55769029,Clear,Dark,Non-Fatal Injury, ,1,0
2010,11,18,4,43.68534538,-79.55769029,Clear,Dark,Non-Fatal Injury,None,1,0
2010,11,18,4,43.68534538,-79.55769029,Clear,Dark,Non-Fatal Injury,Major,1,0
2010,11,18,1,43.64864538,-79.45779029,Rain,Dark,Non-Fatal Injury,None,1,0
2010,11,18,1,43.64864538,-79.45779029,Rain,Dark,Non-Fatal Injury,Major,1,0
2010,11,18,1,43.64864538,-79.45779029,Rain,Dark,Non-Fatal Injury,Major,1,0
2012,2,18,4,43.72734538,-79.32779029,Clear,"Dark, artificial",Non-Fatal Injury,None,1,0
2012,2,18,4,43.72734538,-79.32779029,Clear,"Dark, artificial",Non-Fatal Injury,Major,1,0
2012,10,18,1,43.65484538,-79.37649029,Clear,"Dark, artificial",Non-Fatal Injury,None,0,1
2012,10,18,1,43.65484538,-79.37649029,Clear,"Dark, artificial",Non-Fatal Injury,Major,0,1
2017,1,18,6,43.76419028,-79.28767786,Clear,"Dark, artificial",Fatal,None,1,0
2013,6,18,5,43.68212851,-79.47158442,Clear,Daylight,Non-Fatal Injury,Major,0,0
2011,8,18,2,43.68334538,-79.47149029,Rain,Daylight,Non-Fatal Injury,None,0,1
2014,11,18,1,43.74433859,-79.29901514,Clear,"Dark, artificial",Non-Fatal Injury,None,1,0
